name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Daniel Morris,M,291964555,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'SA'],Traditional Residence Hall,1,6000-8000,9000,[772922766],15,8853,0
Jeremiah Mays,M,489285433,Freshman,School of Social Work,0,1,['BS' 'RA' 'AH'],Apartment,1,4000-6000,7000,[341042986],15,8859,0
Trevor Osborne,M,680652887,Freshman,School of Engineering,0,1,['BS' 'SA' 'AH'],Apartment,1,4000-6000,7000,[],15,8916,0
Robert Simmons,M,488366979,Freshman,School of Management and Labor Relations,0,1,['RA' 'TS' 'NCA'],Suite,1,6000-8000,9000,[380363402],15,8938,0
Michael Olson,M,215188902,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'NCA' 'BS'],Apartment,1,8000-11000,12000,"[610314804, 743729721]",15,8943,0
John Fisher,M,827590477,Freshman,School of Engineering,0,1,['BS' 'MH' 'SA'],Suite,1,8000-11000,12000,[497301544],15,9051,0
Scott Ward,M,197909203,Freshman,School of Engineering,0,1,['MZH' 'NCA' 'RA'],Apartment,1,4000-6000,7000,"[754224044, 479576840]",15,9052,0
Jason Hall,M,358079629,Freshman,School of Engineering,0,1,['NCA' 'RA' 'MZH'],Suite,1,8000-11000,12000,[295203825],15,9064,0
Tamara Moreno,F,845575051,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'SA'],Suite,1,4000-6000,7000,[491181632],15,9115,0
Kevin Lee,M,381718866,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'MRS' 'BH'],Apartment,1,8000-11000,12000,[146033002],15,9124,0
Debra Oneill,F,214303379,Freshman,School of Engineering,0,1,['MH' 'SA' 'BS'],Suite,1,8000-11000,12000,"[867560449, 911343319]",15,9154,0
Douglas Clark,M,136510099,Freshman,School of Social Work,0,1,['BS' 'AH' 'MS'],Traditional Residence Hall,1,8000-11000,12000,"[630823011, 499371607]",15,9168,0
Melissa Howell,F,792596939,Freshman,Mason Gross School of the Arts,0,1,['SA' 'MS' 'BS'],Suite,1,8000-11000,12000,"[868092165, 358373327]",15,9179,0
Brian Johnson,M,604531132,Freshman,School of Communication and Information,0,1,['AH' 'MH' 'TS'],Traditional Residence Hall,1,8000-11000,12000,"[386565560, 522523035]",15,9189,0
Brandon Mcdonald,M,136260905,Freshman,School of Communication and Information,0,1,['RA' 'BS' 'MRS'],Apartment,1,8000-11000,12000,"[985485860, 932255229]",15,9194,0
Monica Floyd,F,643545762,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['TS' 'NCA' 'CS'],Apartment,1,8000-11000,12000,[939581794],15,9197,0
Courtney Jackson,F,177159671,Freshman,Mason Gross School of the Arts,0,1,['RA' 'BH' 'MZH'],Traditional Residence Hall,1,6000-8000,9000,"[326362853, 349271636]",15,9204,0
Stephanie Hernandez,F,374196696,Freshman,School of Social Work,0,1,['WS' 'SA' 'BS'],Suite,1,6000-8000,9000,[],15,9240,0
Michael Hayes,M,662988800,Freshman,School of Engineering,0,1,['AH' 'NCA' 'BS'],Suite,1,4000-6000,7000,"[962353610, 214978631]",15,9252,0
Joe Rodriguez,M,761561820,Freshman,School of Engineering,0,1,['CS' 'BS' 'RA'],Suite,1,8000-11000,12000,[],15,9261,0
Connor Medina,M,105262172,Freshman,School of Arts and Sciences,0,1,['CS' 'NCA' 'MZH'],Apartment,1,6000-8000,9000,"[596911294, 376940299]",15,9303,0
Nancy Gray,F,518641473,Freshman,School of Engineering,0,1,['AH' 'NCA' 'MZH'],Apartment,1,6000-8000,9000,[],15,9303,0
Mark Sandoval,M,386343224,Freshman,School of Communication and Information,0,1,['CS' 'TS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,"[511863499, 970014111]",15,9383,0
Grant Marquez,M,338266141,Freshman,School of Arts and Sciences,0,1,['RA' 'SA' 'BS'],Apartment,1,8000-11000,12000,"[502145785, 801087003]",15,9475,0
Megan Delgado,F,825374686,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'CS' 'MS'],Suite,1,6000-8000,9000,[],15,9493,0
Howard Perez DDS,M,294707707,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,1,8000-11000,12000,"[518750071, 363516624]",15,9525,0
Vincent Combs,M,612284958,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'MZH'],Suite,1,4000-6000,7000,[483886339],15,9535,0
Joseph Schmidt,M,643620870,Freshman,School of Engineering,0,1,['MZH' 'BS' 'CS'],Suite,1,4000-6000,7000,[],15,9671,0
Kara Hayes,F,500322078,Freshman,School of Arts and Sciences,0,1,['MRS' 'BS' 'MZH'],Apartment,1,8000-11000,12000,"[850109655, 881449750]",15,9687,0
Kristen Chan,F,279479875,Freshman,School of Engineering,0,1,['RA' 'MS' 'MH'],Apartment,1,8000-11000,12000,[],15,9754,0
Jason Garcia,M,418206799,Freshman,School of Communication and Information,0,1,['NCA' 'MH' 'SA'],Suite,1,6000-8000,9000,"[986628802, 508260703]",15,9779,0
Antonio Kim,M,650514877,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'BH'],Apartment,1,4000-6000,7000,"[768832451, 548851176]",15,9791,0
Tara Allison,F,597644695,Freshman,School of Communication and Information,0,1,['JS' 'TS' 'BS'],Suite,1,6000-8000,9000,"[406713929, 218728846]",15,9853,0
James Morgan,M,484247283,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,"[521566521, 105314476]",15,9922,0
Charles Miller,M,244669958,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'BH'],Suite,1,6000-8000,9000,"[336705272, 865243859]",15,9971,0
Matthew Carlson,M,628149415,Freshman,School of Communication and Information,0,1,['NCA' 'WS' 'MZH'],Apartment,1,8000-11000,12000,"[387778076, 342977100]",15,9977,0
Joan Hughes,F,969045061,Freshman,Mason Gross School of the Arts,0,1,['CS' 'SA' 'WS'],Suite,1,8000-11000,12000,[845929286],15,10033,0
Mr. Warren Rodriguez MD,M,333751117,Freshman,School of Engineering,0,1,['WS' 'CS' 'JS'],Apartment,1,8000-11000,12000,"[681732557, 556254700]",15,10136,0
Joshua Mcbride,M,920519277,Freshman,School of Management and Labor Relations,0,1,['SA' 'MZH' 'BS'],Apartment,1,8000-11000,12000,[355142348],15,10202,0
Kristina Stein,F,921846654,Freshman,School of Engineering,0,1,['SA' 'NCA' 'BS'],Suite,1,8000-11000,12000,"[410227529, 720895511]",15,10286,0
Kaitlin Gonzalez,F,374609099,Freshman,School of Arts and Sciences,0,1,['SA' 'TS' 'RA'],Traditional Residence Hall,1,6000-8000,9000,"[760259964, 103406765]",15,10295,0
Hailey Watts,F,455322793,Freshman,School of Management and Labor Relations,0,1,['CS' 'SA' 'MS'],Suite,1,4000-6000,7000,"[106296638, 475690576]",15,10315,0
Joseph Smith,M,141919014,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,1,6000-8000,9000,[],15,10340,0
Kimberly Abbott,F,769722067,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'MZH' 'BS'],Suite,1,4000-6000,7000,[],15,10419,0
Dawn Avila,F,661606995,Freshman,School of Management and Labor Relations,0,1,['BS' 'NCA' 'MS'],Suite,1,8000-11000,12000,"[526802782, 389856215]",15,10443,0
Ryan Gonzalez,M,722683937,Freshman,School of Engineering,0,1,['MZH' 'TS' 'SA'],Traditional Residence Hall,1,6000-8000,9000,"[844264524, 332449903]",15,10470,0
Denise Jordan,F,332071049,Freshman,Mason Gross School of the Arts,0,1,['BS' 'BH' 'MS'],Suite,1,8000-11000,12000,[118606903],15,10515,0
Dave Diaz,M,338383548,Freshman,School of Engineering,0,1,['MZH' 'AH' 'WS'],Apartment,1,4000-6000,7000,"[516871193, 290926850]",15,10540,0
Karl Green,M,746543491,Freshman,School of Arts and Sciences,0,1,['CS' 'MZH' 'MS'],Suite,1,6000-8000,9000,"[679166516, 271153321]",15,10564,0
Jose Vaughn,M,662496886,Freshman,School of Arts and Sciences,0,1,['NCA' 'MZH' 'RA'],Apartment,1,8000-11000,12000,[],15,10631,0
Erika Calderon,F,998681115,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'NCA'],Apartment,1,8000-11000,12000,[],15,10664,0
Stephanie Lambert,F,809366075,Freshman,School of Management and Labor Relations,0,1,['BS' 'NCA' 'MZH'],Apartment,1,4000-6000,7000,[541809137],15,10669,0
Charles Taylor,M,760123085,Freshman,School of Environmental and Biological Sciences,0,1,['MZH' 'BS' 'SA'],Traditional Residence Hall,1,4000-6000,7000,"[702983217, 885682541]",15,10703,0
Rebecca Bass,F,653853417,Freshman,School of Communication and Information,0,1,['SA' 'AH' 'MH'],Suite,1,8000-11000,12000,[],15,10732,0
Laura Byrd,F,257526334,Freshman,School of Communication and Information,0,1,['CS' 'BS' 'WS'],Traditional Residence Hall,1,8000-11000,12000,[862183196],15,10781,0
Ronnie Dalton,M,596285679,Freshman,School of Communication and Information,0,1,['SA' 'BS' 'CS'],Suite,1,4000-6000,7000,"[489914871, 607861853]",15,10842,0
Philip Boyer,M,296335859,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'CS'],Suite,1,4000-6000,7000,"[665450483, 217823923]",15,10853,0
Tony Harris,M,747165183,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'JS'],Traditional Residence Hall,1,4000-6000,7000,"[358960843, 980400671]",15,10936,0
Kathleen Garrison,F,256876484,Freshman,School of Arts and Sciences,0,1,['MZH' 'NCA' 'MS'],Apartment,1,6000-8000,9000,[],15,10973,0
Kevin Sharp,M,308776688,Freshman,School of Engineering,0,1,['MZH' 'TS' 'RA'],Suite,1,4000-6000,7000,"[831055030, 431551470]",15,11007,0
Donald Williams,M,278593521,Freshman,School of Management and Labor Relations,0,1,['AH' 'RA' 'BH'],Suite,1,8000-11000,12000,"[845137883, 507492560]",15,11057,0
Tammy Lambert,F,782129918,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'MS'],Apartment,1,6000-8000,9000,"[636374306, 163908259]",15,11137,0
Gary Walters,M,604310138,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'RA'],Apartment,1,4000-6000,7000,"[601736199, 772646740]",15,11163,0
Gerald Chase,M,546950623,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'WS' 'BS'],Suite,1,8000-11000,12000,"[261066729, 455243699]",15,11178,0
Kevin Richardson,M,356053200,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'BS' 'WS'],Suite,1,8000-11000,12000,[199279160],15,11205,0
Tiffany Fletcher,F,837182896,Freshman,School of Engineering,0,1,['NCA' 'RA' 'MS'],Suite,1,8000-11000,12000,"[855335584, 793514586]",15,11220,0
Justin Adams,M,802906209,Freshman,School of Arts and Sciences,0,1,['MH' 'RA' 'BS'],Apartment,1,8000-11000,12000,[523209293],15,11221,0
Donald Fox,M,479576840,Freshman,School of Arts and Sciences,0,1,['MH' 'TS' 'BS'],Suite,1,8000-11000,12000,[197909203],15,11225,0
Spencer Little,M,884377822,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'WS' 'BH'],Traditional Residence Hall,1,4000-6000,7000,"[281612642, 449065461]",15,11289,0
William Jenkins,M,890791640,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MH' 'NCA'],Traditional Residence Hall,1,4000-6000,7000,"[199279160, 356053200]",15,11302,0
Mary Nicholson,F,745862358,Freshman,School of Arts and Sciences,0,1,['BS' 'BH' 'MS'],Suite,1,8000-11000,12000,"[852163813, 717741141]",15,11373,0
Jack Erickson,M,685876362,Freshman,School of Arts and Sciences,0,1,['TS' 'MS' 'SA'],Apartment,1,6000-8000,9000,"[464870785, 371250608]",15,11405,0
Ashley Boyd,F,321055451,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MH' 'JS'],Apartment,1,6000-8000,9000,"[924976383, 778621319]",15,11435,0
Joseph Wade DVM,M,365772700,Freshman,School of Arts and Sciences,0,1,['MS' 'NCA' 'CS'],Suite,1,8000-11000,12000,"[523209293, 802906209]",15,11462,0
Jessica Vega,F,498895738,Freshman,School of Social Work,0,1,['RA' 'NCA' 'BS'],Apartment,1,6000-8000,9000,[],15,11471,0
Victoria Hughes,F,539032616,Freshman,School of Social Work,0,1,['NCA' 'MRS' 'MS'],Apartment,1,4000-6000,7000,[691536726],15,11502,0
Kimberly Jackson,F,694212164,Freshman,School of Engineering,0,1,['MS' 'BS' 'RA'],Suite,1,8000-11000,12000,"[755331365, 869964826]",15,11550,0
Christy Harris,F,975346360,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'JS'],Suite,1,8000-11000,12000,[307930409],15,11603,0
Heather Taylor,F,498281420,Freshman,School of Arts and Sciences,0,1,['NCA' 'BH' 'RA'],Apartment,1,8000-11000,12000,"[181732927, 556054864]",15,11605,0
Jocelyn Kim,F,524797138,Freshman,School of Arts and Sciences,0,1,['MRS' 'BS' 'AH'],Traditional Residence Hall,1,8000-11000,12000,"[956315145, 731221976]",15,11656,0
Hannah Welch,F,421689395,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'TS'],Suite,1,6000-8000,9000,[779252484],15,11681,0
Samuel Newman,M,109139413,Freshman,School of Engineering,0,1,['JS' 'NCA' 'RA'],Apartment,1,4000-6000,7000,"[495259583, 595706846]",15,11723,0
Tammy Price,F,148344054,Freshman,School of Arts and Sciences,0,1,['RA' 'MZH' 'AH'],Apartment,1,4000-6000,7000,[],15,11741,0
John Hoffman II,M,479665689,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,1,8000-11000,12000,"[367389892, 850643583]",15,11759,0
Stephen Sanders,M,884621327,Freshman,School of Arts and Sciences,0,1,['MH' 'MS' 'JS'],Suite,1,8000-11000,12000,"[475668286, 144064927]",15,11782,0
Jerry Bailey,M,892592773,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'AH'],Apartment,1,8000-11000,12000,[976460909],15,11797,0
Charles Kim,M,860880100,Freshman,School of Arts and Sciences,0,1,['MZH' 'NCA' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[263521161, 599367934]",15,11840,0
Andre Mcgrath,M,195822701,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'BH'],Apartment,1,8000-11000,12000,[134381589],15,11850,0
Tara Park,F,178940685,Freshman,School of Arts and Sciences,0,1,['MZH' 'SA' 'MH'],Suite,1,8000-11000,12000,[],15,11854,0
Eric Gallegos,M,567460687,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BH' 'BS' 'CS'],Suite,1,4000-6000,7000,"[319183445, 761340724]",15,11887,0
Nicholas Cross,M,237973941,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Apartment,1,8000-11000,12000,"[632167636, 681970524]",15,11932,0
Sarah Hernandez MD,F,638730159,Freshman,School of Communication and Information,0,1,['NCA' 'AH' 'TS'],Apartment,1,6000-8000,9000,"[273198722, 101243878]",15,12007,0
Terrence Diaz,M,941139516,Freshman,School of Arts and Sciences,0,1,['MH' 'BH' 'SA'],Suite,1,8000-11000,12000,[],15,12011,0
Joshua Olson,M,452025352,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'SA' 'RA'],Traditional Residence Hall,1,6000-8000,9000,"[534715549, 644490358]",15,12034,0
Douglas Wells,M,181002100,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Apartment,1,4000-6000,7000,"[332790009, 960192913]",15,12058,0
Michael Hawkins,M,503905557,Freshman,School of Management and Labor Relations,0,1,['NCA' 'SA' 'MS'],Apartment,1,8000-11000,12000,[483386369],15,12065,0
Jennifer Brown,F,991009289,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'BS' 'MRS'],Suite,1,4000-6000,7000,"[544240580, 755368252]",15,12084,0
Ruben Webster,M,712303321,Freshman,School of Arts and Sciences,0,1,['NCA' 'SA' 'MH'],Apartment,1,6000-8000,9000,"[555615968, 765031792]",15,12124,0
Debbie Gardner,F,578125940,Freshman,School of Communication and Information,0,1,['NCA' 'BS' 'BH'],Suite,1,6000-8000,9000,[],15,12131,0
Lori Zavala,F,455911162,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'TS' 'RA'],Apartment,1,8000-11000,12000,[],15,12260,0
Jamie Cardenas,F,810509599,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MS' 'MRS'],Suite,1,6000-8000,9000,"[375797132, 339592882]",15,12329,0
Justin Johnson,M,856333883,Freshman,School of Communication and Information,0,1,['MZH' 'WS' 'SA'],Suite,1,8000-11000,12000,[],15,12342,0
Drew Quinn,M,353352974,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Apartment,1,6000-8000,9000,"[906230900, 268148356]",15,12343,0
Lauren Yang,F,846966368,Freshman,School of Arts and Sciences,0,1,['BH' 'RA' 'WS'],Apartment,1,6000-8000,9000,"[507115700, 660494973]",15,12392,0
Richard Adams,M,561279335,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Apartment,1,8000-11000,12000,[175375094],15,12412,0
Jordan Moore,M,429585920,Freshman,School of Arts and Sciences,0,1,['SA' 'TS' 'MRS'],Suite,1,8000-11000,12000,[],15,12478,0
Terri Anderson,F,997208679,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MH'],Apartment,1,4000-6000,7000,[],15,12502,0
Robert Sandoval,M,867433747,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'JS'],Traditional Residence Hall,1,8000-11000,12000,"[352705460, 306570025]",15,12546,0
Laura Austin,F,541772698,Freshman,School of Communication and Information,0,1,['MH' 'AH' 'NCA'],Traditional Residence Hall,1,4000-6000,7000,[],15,12690,0
Tara Gibson,F,399136556,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'MZH'],Suite,1,4000-6000,7000,[722871966],15,12711,0
Cindy Hall,F,377169228,Freshman,School of Communication and Information,0,1,['AH' 'TS' 'SA'],Apartment,1,6000-8000,9000,[],15,12753,0
Jason Moreno,M,327256657,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'CS'],Apartment,1,8000-11000,12000,"[220204701, 394615198]",15,12790,0
Regina Arias,F,919278169,Freshman,School of Engineering,0,1,['MH' 'MS' 'BS'],Apartment,1,8000-11000,12000,[497951436],15,12799,0
Kirsten Wheeler,F,209126072,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'NCA'],Suite,1,8000-11000,12000,"[717105065, 531933341]",15,12822,0
Tamara Herrera,F,962232312,Freshman,School of Engineering,0,1,['TS' 'NCA' 'MS'],Suite,1,4000-6000,7000,"[459976029, 961806234]",15,12829,0
Stephanie Petersen,F,915286349,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'CS'],Suite,1,8000-11000,12000,"[681760057, 171976980]",15,12839,0
Christopher Nelson,M,477333391,Freshman,School of Arts and Sciences,0,1,['JS' 'BS' 'TS'],Traditional Residence Hall,1,8000-11000,12000,[],15,12860,0
Michael Garza,M,907349729,Freshman,School of Engineering,0,1,['RA' 'MS' 'SA'],Apartment,1,8000-11000,12000,[],15,12958,0
Daniel Peterson,M,702504260,Freshman,Mason Gross School of the Arts,0,1,['BS' 'JS' 'SA'],Apartment,1,8000-11000,12000,"[963697190, 556831386]",15,12992,0
Carol Mcdonald,F,680006524,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'WS'],Apartment,1,8000-11000,12000,[],15,13032,0
Jeffrey Reeves,M,994107907,Freshman,School of Social Work,0,1,['MRS' 'WS' 'NCA'],Suite,1,8000-11000,12000,[],15,13122,0
Nicole Hardin,F,720935744,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'NCA'],Apartment,1,8000-11000,12000,[198571510],15,13193,0
Ross Smith,M,737698261,Freshman,School of Communication and Information,0,1,['BS' 'MZH' 'SA'],Suite,1,8000-11000,12000,"[489873888, 925195783]",15,13223,0
Christian King,M,108069031,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MH' 'MZH'],Suite,1,6000-8000,9000,"[574361036, 614152748]",15,13232,0
Molly Smith,F,156192943,Freshman,School of Arts and Sciences,0,1,['NCA' 'MRS' 'BS'],Apartment,1,4000-6000,7000,[145246176],15,13248,0
William Castro,M,108787823,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'NCA'],Apartment,1,8000-11000,12000,"[867337151, 904824188]",15,13392,0
Ryan Carter,M,318263051,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,8000-11000,12000,"[310805840, 245867382]",15,13444,0
Laurie Hernandez,F,492132079,Freshman,School of Communication and Information,0,1,['BS' 'MRS' 'MS'],Traditional Residence Hall,1,6000-8000,9000,"[450948096, 887072700]",15,13504,0
Daniel Martin,M,778906789,Freshman,School of Social Work,0,1,['TS' 'MRS' 'NCA'],Suite,1,6000-8000,9000,"[990946188, 165495109]",15,13519,0
Jamie Cook,F,880940145,Freshman,School of Management and Labor Relations,0,1,['SA' 'NCA' 'TS'],Suite,1,4000-6000,7000,[823505428],15,13526,0
Jill Garcia,F,432095642,Freshman,School of Management and Labor Relations,0,1,['MH' 'BS' 'RA'],Suite,1,6000-8000,9000,"[886868976, 380525595]",15,13583,0
Brandon Patterson,M,380363402,Freshman,Mason Gross School of the Arts,0,1,['SA' 'RA' 'MS'],Suite,1,4000-6000,7000,"[598918889, 488366979]",15,13594,0
Angela Mora,F,641610004,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'NCA'],Suite,1,8000-11000,12000,"[745451264, 232358635]",15,13713,0
Chad Huerta,M,196603619,Freshman,Mason Gross School of the Arts,0,1,['RA' 'SA' 'MS'],Traditional Residence Hall,1,8000-11000,12000,[960954934],15,13716,0
Scott Oconnell,M,433142203,Freshman,School of Arts and Sciences,0,1,['TS' 'BS' 'MS'],Apartment,1,6000-8000,9000,[913648204],15,13725,0
Anthony Phillips,M,553475918,Freshman,School of Arts and Sciences,0,1,['AH' 'BS' 'SA'],Suite,1,8000-11000,12000,[],15,13738,0
Kelly Armstrong,F,429479785,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'SA' 'RA'],Apartment,1,8000-11000,12000,[900043843],15,13762,0
Sarah Black,F,469476848,Freshman,School of Arts and Sciences,0,1,['MS' 'SA' 'TS'],Suite,1,6000-8000,9000,"[377741210, 674806353]",15,13771,0
Wanda Watkins,F,208005770,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'WS'],Traditional Residence Hall,1,8000-11000,12000,[373511670],15,13926,0
