name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences,lottery_number
John Novak,M,384349713,2003-09-23,Junior,School of Engineering,0,0,['BS' 'NCA' 'AH'],Suite,1,1,1,6000-8000,9000,"[519330393, 196979851]",4721
Sean Johnson,M,332580116,2002-12-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'BH'],Apartment,1,1,1,8000-11000,12000,[935764901],4724
William Burke,M,576878376,2000-12-07,Freshman,School of Engineering,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,6000-8000,9000,"[471133529, 805123154]",4725
Cheryl Gordon,F,330275754,2001-03-15,Senior,Mason Gross School of the Arts,0,1,['MZH' 'MS' 'BS'],Apartment,1,1,1,8000-11000,12000,"[277272533, 757052759]",4728
Laura Perez,F,161637007,2001-01-15,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[378971387, 395823882]",4733
Jennifer Foster,F,622339494,2001-11-30,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MS' 'SA'],Apartment,1,1,1,6000-8000,9000,[],4736
Jason Bullock,M,707617707,1994-08-12,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[760033698, 735676559]",4751
Vickie Blair,F,653746662,2004-01-14,Freshman,School of Arts and Sciences,0,0,['AH' 'BS' 'WS'],Suite,1,1,1,4000-6000,7000,[597084011],4755
Tracy Adams,F,824596456,2002-04-29,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'MS'],Suite,1,1,1,4000-6000,7000,"[562148157, 374484134]",4758
Sally Warren,F,476842906,1997-08-21,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],4759
David Grant,M,585749760,2001-10-06,Junior,Mason Gross School of the Arts,1,0,['RA' 'BS' 'JS'],Apartment,1,1,1,8000-11000,12000,[128591158],4760
Megan Bruce,F,642688793,1996-06-22,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[206213768, 604425598]",4771
Julie Braun,F,456321752,2005-04-04,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'MRS'],Apartment,1,0,1,8000-11000,12000,"[567196103, 278565193]",4771
Natalie Allen,F,749553266,2005-08-15,Sophomore,School of Arts and Sciences,0,0,['BH' 'MS' 'BS'],Apartment,1,1,0,6000-8000,9000,[468312612],4777
Mathew Ramirez,M,140481576,2005-02-04,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'MS'],Apartment,1,0,1,8000-11000,12000,"[822432530, 881387970]",4787
Bruce Romero,M,660037740,2002-03-21,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[],4809
Trevor Osborne,M,680652887,2001-03-26,Freshman,School of Engineering,0,1,['BS' 'SA' 'AH'],Apartment,1,1,0,4000-6000,7000,[],4812
Amanda Robinson,F,319630109,2002-07-09,Junior,School of Management and Labor Relations,0,0,['MRS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,[],4815
Kim Perez,F,929006303,1999-12-11,Senior,Mason Gross School of the Arts,0,1,['BS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,"[104843914, 248919506]",4816
Robin Miller,F,200324953,2003-12-28,Sophomore,School of Social Work,0,1,['MRS' 'NCA' 'BS'],Suite,1,1,1,6000-8000,9000,[],4822
Susan Gonzalez,F,864521078,2004-04-02,Sophomore,School of Communication and Information,0,1,['BS' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],4823
Dawn Gilbert,F,665142788,1997-08-17,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[359980419],4823
Christopher Hahn,M,141964928,2002-11-30,Freshman,School of Communication and Information,0,1,['SA' 'RA' 'JS'],Traditional Residence Hall,1,0,1,8000-11000,12000,"[688295442, 439005539]",4825
Nicholas Walsh,M,567022213,2002-06-12,Junior,School of Arts and Sciences,0,1,['NCA' 'JS' 'AH'],Apartment,1,1,1,6000-8000,9000,[744446664],4830
Dylan Watson,M,821786812,2001-10-24,Junior,School of Communication and Information,0,1,['RA' 'AH' 'SA'],Suite,1,0,1,8000-11000,12000,"[614246917, 314494460]",4834
Natalie Harris,F,609660696,2001-05-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'TS' 'WS'],Suite,1,1,1,8000-11000,12000,[],4836
Michael Padilla,M,412842010,2003-08-06,Sophomore,School of Engineering,0,1,['MH' 'MRS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[617732850],4849
Amy Jacobs,F,772086371,1993-10-11,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[],4849
Jason Harris,M,630823011,2001-01-03,Freshman,School of Arts and Sciences,1,0,['SA' 'MS' 'BS'],Suite,1,1,1,6000-8000,9000,"[136510099, 499371607]",4857
Robert Mayer,M,485853094,2004-05-24,Freshman,School of Management and Labor Relations,0,0,['AH' 'NCA' 'WS'],Apartment,1,1,1,6000-8000,9000,"[272667602, 726969449]",4860
Brian Bryant,M,374280529,2002-08-31,Sophomore,School of Communication and Information,0,0,['AH' 'SA' 'MH'],Apartment,1,1,1,4000-6000,7000,"[603112497, 266269934]",4868
Tracy Guerra,F,722265531,2002-06-14,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'RA'],Apartment,1,0,1,8000-11000,12000,[715907120],4872
Robert Munoz,M,957459573,2000-04-24,Freshman,School of Engineering,0,1,['AH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[877293761, 115583041]",4879
Lisa Brown,F,386701898,2002-01-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000,[710796266],4881
John Weaver,M,708618762,2002-10-31,Sophomore,Rutgers Business School–Newark and New Brunswick,1,1,['JS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000,[],4884
Marcus Gregory,M,190495177,2002-12-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,[],4892
Michelle Robertson,F,979271055,1994-09-04,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[],4895
Rodney Davidson,M,774440344,1996-01-11,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],4898
Alison Hernandez,F,650154623,2000-11-08,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'JS'],Traditional Residence Hall,1,0,1,8000-11000,12000,"[753105939, 279804429]",4901
Brian Owens,M,613943107,2003-02-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000,"[852460083, 718779281]",4901
Rhonda Sims,F,295062596,2000-02-26,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[162946592],4906
Jason Bradley,M,841782707,2000-07-23,Freshman,School of Communication and Information,0,0,['TS' 'JS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,[378607558],4911
Scott Buchanan,M,795956332,2000-01-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[],4912
Paul Jenkins,M,864422747,2001-06-28,Senior,School of Engineering,0,0,['JS' 'MS' 'NCA'],Suite,1,1,1,8000-11000,12000,[],4919
Donna Smith,F,867142946,2002-03-17,Sophomore,School of Environmental and Biological Sciences,0,1,['BS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000,[958749958],4920
Matthew Bell,M,835615036,2002-06-22,Sophomore,School of Arts and Sciences,0,1,['MH' 'BS' 'AH'],Suite,1,1,1,8000-11000,12000,[],4920
Julie Eaton,F,348221924,2000-03-16,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[477050269, 306288915]",4925
Erik Hamilton Jr.,M,371248863,2002-08-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MRS'],Suite,1,1,1,4000-6000,7000,"[886571738, 603804048]",4926
Juan Sellers,M,241055103,2002-10-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'JS'],Suite,1,1,1,4000-6000,7000,[],4928
Amanda Morrison,F,165321560,2005-04-21,Junior,School of Engineering,0,0,['AH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[],4929
Melissa Donovan,F,947864010,2004-06-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MH'],Apartment,1,1,1,8000-11000,12000,"[881370192, 250473294]",4930
Melissa Travis,F,882613041,2002-06-16,Sophomore,School of Communication and Information,0,1,['TS' 'MRS' 'BS'],Suite,1,0,1,8000-11000,12000,"[409536445, 749074206]",4930
Arthur Ross,M,769112205,1995-08-09,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,0,10500-12000,13000,[935327245],4931
Ruben Webster,M,712303321,2004-09-11,Freshman,School of Arts and Sciences,0,1,['NCA' 'SA' 'MH'],Apartment,1,1,1,6000-8000,9000,"[555615968, 765031792]",4933
Kevin Sharp,M,308776688,2004-02-19,Freshman,School of Engineering,0,1,['MZH' 'TS' 'RA'],Suite,1,1,1,4000-6000,7000,"[831055030, 431551470]",4937
Emily Navarro,F,523117829,2000-02-05,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,[],4940
Robert Crawford,M,197279174,2003-10-26,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[930486862, 740899683]",4942
Kimberly Oconnell,F,332790009,2004-08-19,Freshman,Mason Gross School of the Arts,1,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[181002100, 960192913]",4942
Stacy Wells,F,532652407,2003-11-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,4000-6000,7000,"[844696007, 778972963]",4944
Crystal Lee,F,113605299,2000-11-30,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[116460056, 165740564]",4944
Brian Garcia,M,144075723,2000-10-08,Senior,Mason Gross School of the Arts,0,1,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,"[583059371, 290404219]",4944
Jennifer Simmons,F,977522906,2000-10-10,Sophomore,School of Engineering,1,0,['WS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000,[],4950
Andrew Morrison,M,761974987,2000-01-08,Freshman,School of Engineering,0,0,['MZH' 'WS' 'SA'],Apartment,1,1,1,4000-6000,7000,"[224150192, 207813705]",4956
Daniel Yang,M,790981270,2003-06-26,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'JS'],Apartment,1,1,1,8000-11000,12000,[],4959
Jasmine Thompson,F,245575760,2002-04-18,Freshman,School of Management and Labor Relations,0,0,['MS' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000,[353661940],4960
Kenneth Briggs,M,267755266,2001-12-10,Senior,School of Social Work,0,1,['TS' 'AH' 'NCA'],Apartment,1,1,0,8000-11000,12000,"[233250867, 799402134]",4965
Joshua Fritz,M,921035880,1999-11-02,Freshman,School of Arts and Sciences,0,0,['WS' 'BH' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[192999311, 852560833]",4970
Amanda Patterson,F,618875934,2004-10-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MRS' 'RA'],Suite,1,1,1,4000-6000,7000,"[406864414, 211571668]",4971
Christy Fuller,F,988169305,2003-09-29,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000,"[156034072, 808028974]",4980
Christopher Wong,M,730287856,2000-05-10,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],4989
Jennifer Garcia,F,287118708,2003-06-03,Junior,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Apartment,1,1,0,8000-11000,12000,"[925486067, 671415567]",4995
Deborah Smith,F,868358319,2004-04-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'RA' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[309577010, 805394878]",4997
Anthony Hudson,M,975276676,2005-06-22,Sophomore,School of Arts and Sciences,0,0,['BS' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[988687187, 963022079]",5012
Sarah Ho,F,235802103,2000-12-11,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'MS' 'JS'],Apartment,1,1,1,4000-6000,7000,[],5016
Mary Schmidt,F,701872997,2000-06-12,Freshman,School of Arts and Sciences,1,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,7000,[207341201],5018
Sarah Garrett,F,321564494,2002-12-08,Sophomore,School of Engineering,0,1,['BS' 'SA' 'MH'],Suite,1,1,1,4000-6000,7000,"[499682339, 922845883]",5020
Michael Mccann,M,687611440,2004-04-23,Freshman,School of Management and Labor Relations,0,0,['NCA' 'SA' 'WS'],Apartment,1,1,1,8000-11000,12000,[],5022
Patricia Mathews,F,299113285,2002-12-13,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[632680008, 634436162]",5029
Tara Barnes,F,339366829,2003-03-27,Sophomore,School of Arts and Sciences,0,0,['WS' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[403196590, 291158296]",5031
Andrew Russell,M,757052759,2003-01-05,Sophomore,School of Engineering,0,0,['BS' 'TS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[277272533],5041
Marcus White,M,182235922,2000-06-19,Freshman,School of Engineering,0,0,['NCA' 'MZH' 'MS'],Apartment,1,1,1,4000-6000,7000,[],5041
Rebecca Price,F,509387933,2005-03-15,Freshman,Mason Gross School of the Arts,0,0,['SA' 'MH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[276574327, 199519001]",5047
Andrea Knight,F,828838114,2003-06-20,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[103279700, 371281525]",5048
Sara Munoz,F,113021296,2001-06-09,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],5050
Evan Ward,M,686306645,2001-05-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,[],5051
Anna Powers,F,774297241,2002-11-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000,[],5054
David Wells,M,604091963,1993-11-25,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[869836875],5055
Anthony Obrien Jr.,M,670771265,2004-06-29,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],5056
Jamie Hanson,F,528299222,2004-12-25,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,7000,"[703099858, 342571204]",5058
Michael Rivera,M,533872367,1995-04-19,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[876507234, 947135310]",5059
Daniel Landry,M,539109423,2002-12-21,Freshman,School of Arts and Sciences,0,0,['RA' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000,"[927926843, 193314313]",5067
Bradley Black,M,813461236,2001-02-28,Junior,School of Arts and Sciences,0,1,['SA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[285376839, 116807496]",5071
Colton Weber,M,486682120,2003-02-25,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'AH'],Suite,1,0,1,8000-11000,12000,"[169792352, 108430206]",5091
Amanda Atkinson,F,826829351,2000-09-23,Sophomore,Mason Gross School of the Arts,0,1,['AH' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000,[121701820],5100
Stephanie Turner,F,368997659,1999-12-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[],5104
Melanie Webb,F,535640242,2005-02-20,Sophomore,School of Environmental and Biological Sciences,0,0,['CS' 'JS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[425709020, 968127969]",5114
Samantha Dennis,F,503244113,2005-01-30,Senior,School of Arts and Sciences,0,0,['MH' 'BS' 'MRS'],Suite,1,1,1,4000-6000,7000,[],5116
Michael Garza,M,907349729,2001-04-24,Freshman,School of Engineering,0,1,['RA' 'MS' 'SA'],Apartment,1,1,0,8000-11000,12000,[],5121
Christopher Ochoa,M,370027854,2002-04-23,Freshman,School of Arts and Sciences,0,0,['MH' 'NCA' 'JS'],Apartment,1,0,1,6000-8000,9000,[],5122
David Benson,M,695350023,2001-10-28,Sophomore,School of Environmental and Biological Sciences,0,0,['TS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000,"[927644771, 275482557]",5122
Kimberly Jacobson,F,338709977,2000-09-12,Sophomore,School of Social Work,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,7000,[],5124
Doris Peterson,F,608494340,2003-01-07,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'AH'],Suite,1,1,1,8000-11000,12000,[],5129
Jonathan Martinez,M,668853453,2002-04-08,Senior,School of Engineering,0,0,['SA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[885108850],5130
Pamela Murphy MD,F,276110443,2001-03-10,Freshman,School of Arts and Sciences,0,0,['JS' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000,[],5136
Anthony Durham,M,623018099,2001-04-22,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'MS'],Suite,1,1,1,4000-6000,7000,"[617225929, 444583879]",5141
Jeremy Williamson,M,889866906,2000-10-13,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'TS' 'BH'],Suite,1,1,1,8000-11000,12000,[],5144
Charles Gonzales,M,231060797,2001-02-22,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'MH'],Apartment,1,1,1,6000-8000,9000,"[718800445, 533758434]",5146
Nicole Calderon,F,622590489,2002-08-28,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'BH'],Suite,1,1,1,4000-6000,7000,[],5165
Lori Johnson,F,614334269,2000-08-12,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,"[955086130, 177777883]",5171
Anthony Nielsen,M,398676605,2004-11-01,Freshman,Mason Gross School of the Arts,0,1,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],5172
Michael Travis,M,404132341,1998-10-09,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[],5178
Ronald Garrison,M,356237191,2004-11-06,Freshman,School of Social Work,0,0,['SA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000,"[695956689, 518529769]",5182
Brian Hutchinson,M,735007491,2000-10-27,Sophomore,School of Communication and Information,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,4000-6000,7000,[],5183
Daniel Bailey,M,702983217,2003-06-17,Freshman,School of Communication and Information,0,1,['WS' 'BS' 'MZH'],Apartment,1,0,1,8000-11000,12000,"[760123085, 885682541]",5183
Jenna Cook,F,950333987,2003-05-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'MZH' 'MH'],Apartment,1,1,1,8000-11000,12000,"[784694723, 470610211]",5186
Jeffrey Morris,M,970115449,1994-07-02,Masters,Graduate School of Education,1,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[559400672, 874622707]",5187
Kristine Chandler,F,960778102,2001-01-16,Junior,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,1,1,0,4000-6000,7000,"[220868862, 764427185]",5189
Gregory Ray,M,846583876,1995-08-26,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[579676658],5191
Dustin Juarez,M,473287883,1998-12-22,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[407128583],5192
Becky Harris,F,702450800,2005-04-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'BH'],Apartment,1,1,1,4000-6000,7000,"[889306837, 985123661]",5201
Morgan Wilson,F,983052190,2000-06-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'WS' 'NCA'],Apartment,1,0,1,8000-11000,12000,[608756751],5214
Mr. David Collins DDS,M,702612506,2003-01-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MZH' 'AH'],Suite,1,1,1,8000-11000,12000,[],5214
Kyle Garcia,M,938377782,2000-04-16,Freshman,School of Engineering,0,0,['NCA' 'MRS' 'SA'],Suite,1,1,1,6000-8000,9000,[141612062],5216
Jacob Payne,M,142568906,2004-04-09,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],5219
Theresa Williamson,F,120759896,2002-01-22,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'JS'],Suite,1,1,1,4000-6000,7000,[181623578],5226
Mark Herrera,M,482195327,2001-11-22,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,7000,[],5232
Alexander Baker,M,701095550,1998-06-06,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[868813397],5234
Anna Todd,F,446639223,2002-09-12,Freshman,School of Social Work,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[],5235
Spencer Schroeder,M,583972265,2001-04-22,Junior,School of Engineering,0,0,['SA' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[268287461, 415887363]",5238
Dan Perez,M,763949000,2004-04-27,Freshman,School of Arts and Sciences,0,1,['NCA' 'MRS' 'MH'],Suite,1,1,0,8000-11000,12000,"[213832045, 970188471]",5239
Brian Pennington,M,682151911,2003-11-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'WS' 'BS'],Apartment,1,0,1,8000-11000,12000,[693226667],5245
Jennifer Durham,F,278828438,2003-04-17,Sophomore,School of Arts and Sciences,0,0,['MRS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000,[692583394],5251
Alicia Tran,F,664527786,2005-06-20,Freshman,School of Communication and Information,0,0,['BS' 'MZH' 'MH'],Suite,1,1,1,8000-11000,12000,[],5259
Jacqueline Thompson,F,838454896,2004-02-14,Sophomore,School of Communication and Information,0,1,['MZH' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000,[],5266
Richard James,M,962353610,2005-01-20,Freshman,School of Arts and Sciences,1,1,['AH' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[662988800, 214978631]",5272
